gamename,year,month,avg,gain,peak,avg_peak_perc
theHunter Classic,2019,December ,872.44,-36.34,1733,50.34%
theHunter Classic,2019,November ,908.78,262.68,1790,50.77%
theHunter Classic,2019,October ,646.1,71.86,1440,44.87%
theHunter Classic,2019,September ,574.24,-46.34,1110,51.73%
theHunter Classic,2019,August ,620.57,21.2,2646,23.45%
theHunter Classic,2019,July ,599.38,-89.8,1033,58.02%
theHunter Classic,2019,June ,689.18,-151.61,1220,56.49%
theHunter Classic,2019,May ,840.79,545.91,2131,39.46%
theHunter Classic,2019,April ,294.87,-55.65,576,51.19%
theHunter Classic,2019,March ,350.52,-86.12,733,47.82%
theHunter Classic,2019,February ,436.63,21.2,935,46.70%
theHunter Classic,2019,January ,415.43,-115.55,819,50.72%
theHunter Classic,2018,December ,530.98,86.85,1094,48.54%
theHunter Classic,2018,November ,444.13,28.48,867,51.23%
theHunter Classic,2018,October ,415.65,12.6,1023,40.63%
theHunter Classic,2018,September ,403.04,-22.1,920,43.81%
theHunter Classic,2018,August ,425.14,22.81,785,54.16%
theHunter Classic,2018,July ,402.34,2.04,696,57.81%
theHunter Classic,2018,June ,400.3,-18.78,758,52.81%
theHunter Classic,2018,May ,419.07,-73.44,801,52.32%
theHunter Classic,2018,April ,492.51,-86.86,1079,45.65%
theHunter Classic,2018,March ,579.37,-73.6,1185,48.89%
theHunter Classic,2018,February ,652.97,-62.79,1291,50.58%
theHunter Classic,2018,January ,715.76,-133.88,1410,50.76%
theHunter Classic,2017,December ,849.64,156.15,1635,51.97%
theHunter Classic,2017,November ,693.5,28.85,1436,48.29%
theHunter Classic,2017,October ,664.65,50.32,1507,44.10%
theHunter Classic,2017,September ,614.33,15.94,1320,46.54%
theHunter Classic,2017,August ,598.39,-10.15,1024,58.44%
theHunter Classic,2017,July ,608.53,-14.98,1055,57.68%
theHunter Classic,2017,June ,623.51,-21.19,1126,55.37%
theHunter Classic,2017,May ,644.71,-118.95,1243,51.87%
theHunter Classic,2017,April ,763.65,-138.62,1582,48.27%
theHunter Classic,2017,March ,902.27,-179.98,1978,45.62%
theHunter Classic,2017,February ,1082.25,87.75,2201,49.17%
theHunter Classic,2017,January ,994.5,-100.91,2001,49.70%
theHunter Classic,2016,December ,1095.4,237.37,2311,47.40%
theHunter Classic,2016,November ,858.03,61.72,1795,47.80%
theHunter Classic,2016,October ,796.3,156.42,1891,42.11%
theHunter Classic,2016,September ,639.89,-47.11,1374,46.57%
theHunter Classic,2016,August ,687,75.06,1227,55.99%
theHunter Classic,2016,July ,611.94,-84.32,1138,53.77%
theHunter Classic,2016,June ,696.26,131.29,1912,36.42%
theHunter Classic,2016,May ,564.97,-50.36,1125,50.22%
theHunter Classic,2016,April ,615.33,-93.36,1284,47.92%
theHunter Classic,2016,March ,708.69,-114.3,1525,46.47%
theHunter Classic,2016,February ,822.99,149.78,1587,51.86%
theHunter Classic,2016,January ,673.21,29.53,1786,37.69%
theHunter Classic,2015,December ,643.69,29.08,1254,51.33%
theHunter Classic,2015,November ,614.6,-61.26,1254,49.01%
theHunter Classic,2015,October ,675.86,158.36,1422,47.53%
theHunter Classic,2015,September ,517.5,-39.63,1061,48.77%
theHunter Classic,2015,August ,557.14,-0.3,938,59.40%
theHunter Classic,2015,July ,557.44,-5.2,1011,55.14%
theHunter Classic,2015,June ,562.64,49.02,1083,51.95%
theHunter Classic,2015,May ,513.62,-69.54,1010,50.85%
theHunter Classic,2015,April ,583.16,-101.13,1235,47.22%
theHunter Classic,2015,March ,684.29,-65.92,1596,42.88%
theHunter Classic,2015,February ,750.21,-0.47,1528,49.10%
theHunter Classic,2015,January ,750.67,-8.77,1665,45.09%
theHunter Classic,2014,December ,759.45,-84.98,1436,52.89%
theHunter Classic,2014,November ,844.43,-65.03,1683,50.17%
theHunter Classic,2014,October ,909.46,258.77,2293,39.66%
theHunter Classic,2014,September ,650.69,-63.6,1717,37.90%
theHunter Classic,2014,August ,714.29,-337.67,1181,60.48%
theHunter Classic,2014,July ,1051.96,-110.53,2059,51.09%
theHunter Classic,2014,June ,1162.48,NA,2648,43.90%
ASTRONEER,2021,January ,2450.39,53.7,4985,49.16%
ASTRONEER,2020,December ,2396.68,644.97,4750,50.46%
ASTRONEER,2020,November ,1751.71,160.99,3681,47.59%
ASTRONEER,2020,October ,1590.72,-425.41,3168,50.21%
ASTRONEER,2020,September ,2016.14,-1040.9,3758,53.65%
ASTRONEER,2020,August ,3057.04,-680.29,7156,42.72%
ASTRONEER,2020,July ,3737.33,1532.54,7289,51.27%
ASTRONEER,2020,June ,2204.79,117.2,6839,32.24%
ASTRONEER,2020,May ,2087.59,-1011.79,3656,57.10%
ASTRONEER,2020,April ,3099.38,1255.53,8301,37.34%
ASTRONEER,2020,March ,1843.85,-192.43,3242,56.87%
ASTRONEER,2020,February ,2036.28,-407.95,4219,48.26%
ASTRONEER,2020,January ,2444.24,272.64,5031,48.58%
ASTRONEER,2019,December ,2171.59,277.38,4821,45.04%
ASTRONEER,2019,November ,1894.22,388.76,3879,48.83%
ASTRONEER,2019,October ,1505.46,-211.66,3117,48.30%
ASTRONEER,2019,September ,1717.12,356.65,4037,42.53%
ASTRONEER,2019,August ,1360.47,-1037.98,2563,53.08%
ASTRONEER,2019,July ,2398.45,483.54,4861,49.34%
ASTRONEER,2019,June ,1914.91,723.69,5019,38.15%
ASTRONEER,2019,May ,1191.22,-319.39,2351,50.67%
ASTRONEER,2019,April ,1510.6,-1939.22,3148,47.99%
ASTRONEER,2019,March ,3449.83,-3543.95,8482,40.67%
ASTRONEER,2019,February ,6993.78,6220.68,17891,39.09%
ASTRONEER,2019,January ,773.1,-39.03,1411,54.79%
ASTRONEER,2018,December ,812.12,-198.81,1484,54.73%
ASTRONEER,2018,November ,1010.94,123.2,2755,36.69%
ASTRONEER,2018,October ,887.74,-196.19,1930,46.00%
ASTRONEER,2018,September ,1083.93,330.16,2714,39.94%
ASTRONEER,2018,August ,753.77,-619.85,1306,57.72%
ASTRONEER,2018,July ,1373.62,278.42,3153,43.57%
ASTRONEER,2018,June ,1095.2,379.67,2788,39.28%
ASTRONEER,2018,May ,715.53,-67.67,1496,47.83%
ASTRONEER,2018,April ,783.19,-1023.3,1660,47.18%
ASTRONEER,2018,March ,1806.49,624.41,4355,41.48%
ASTRONEER,2018,February ,1182.08,-376.13,4516,26.18%
ASTRONEER,2018,January ,1558.21,-30.03,3964,39.31%
ASTRONEER,2017,December ,1588.24,1012.43,4112,38.62%
ASTRONEER,2017,November ,575.81,38.41,1094,52.63%
ASTRONEER,2017,October ,537.41,139.14,1397,38.47%
ASTRONEER,2017,September ,398.27,-38.55,780,51.06%
ASTRONEER,2017,August ,436.82,-44.98,909,48.06%
ASTRONEER,2017,July ,481.8,15.32,1107,43.52%
ASTRONEER,2017,June ,466.48,-94.75,1018,45.82%
ASTRONEER,2017,May ,561.23,-83.2,1262,44.47%
ASTRONEER,2017,April ,644.44,-97.77,1757,36.68%
ASTRONEER,2017,March ,742.21,-875.58,1592,46.62%
ASTRONEER,2017,February ,1617.78,-2040.07,3019,53.59%
ASTRONEER,2017,January ,3657.85,587.51,7425,49.26%
ASTRONEER,2016,December ,3070.34,3069.45,11900,25.80%
ASTRONEER,2016,November ,0.89,0.37,5,17.80%
ASTRONEER,2016,October ,0.52,0.4,4,13%
ASTRONEER,2016,September ,0.12,-0.07,4,3%
ASTRONEER,2016,August ,0.19,-0.74,5,3.80%
ASTRONEER,2016,July ,0.93,0.78,11,8.45%
ASTRONEER,2016,June ,0.14,0.05,2,7%
ASTRONEER,2016,May ,0.09,0.04,3,3%
ASTRONEER,2016,April ,0.05,0,1,5%
ASTRONEER,2016,March ,0.06,-0.02,1,6%
ASTRONEER,2016,January ,0.07,0.04,2,3.50%
ASTRONEER,2015,December ,0.03,0.01,1,3%
ASTRONEER,2015,November ,0.01,0.01,1,1%
ASTRONEER,2015,October ,0.01,NA,1,1%
Microsoft Flight Simulator X: Steam Edition,2021,January ,1621.93,48.42,2601,62.36%
Microsoft Flight Simulator X: Steam Edition,2020,December ,1573.51,0.91,2536,62.05%
Microsoft Flight Simulator X: Steam Edition,2020,November ,1572.6,-44.83,2533,62.08%
Microsoft Flight Simulator X: Steam Edition,2020,October ,1617.43,-132.64,2628,61.55%
Microsoft Flight Simulator X: Steam Edition,2020,September ,1750.07,-595.93,2711,64.55%
Microsoft Flight Simulator X: Steam Edition,2020,August ,2346,-129.47,3813,61.53%
Microsoft Flight Simulator X: Steam Edition,2020,July ,2475.47,5.46,3813,64.92%
Microsoft Flight Simulator X: Steam Edition,2020,June ,2470.02,-517.86,3877,63.71%
Microsoft Flight Simulator X: Steam Edition,2020,May ,2987.88,-582.27,4889,61.11%
Microsoft Flight Simulator X: Steam Edition,2020,April ,3570.15,961.45,5971,59.79%
Microsoft Flight Simulator X: Steam Edition,2020,March ,2608.7,450.82,5287,49.34%
Microsoft Flight Simulator X: Steam Edition,2020,February ,2157.88,18.56,3541,60.94%
Microsoft Flight Simulator X: Steam Edition,2020,January ,2139.32,57.86,3440,62.19%
Microsoft Flight Simulator X: Steam Edition,2019,December ,2081.46,29.56,3218,64.68%
Microsoft Flight Simulator X: Steam Edition,2019,November ,2051.9,-54.07,3405,60.26%
Microsoft Flight Simulator X: Steam Edition,2019,October ,2105.97,1.56,3515,59.91%
Microsoft Flight Simulator X: Steam Edition,2019,September ,2104.42,-43.91,3403,61.84%
Microsoft Flight Simulator X: Steam Edition,2019,August ,2148.33,8.1,3228,66.55%
Microsoft Flight Simulator X: Steam Edition,2019,July ,2140.23,3.23,3252,65.81%
Microsoft Flight Simulator X: Steam Edition,2019,June ,2137,-44,3250,65.75%
Microsoft Flight Simulator X: Steam Edition,2019,May ,2181,-62.09,3545,61.52%
Microsoft Flight Simulator X: Steam Edition,2019,April ,2243.08,-210.87,3739,59.99%
Microsoft Flight Simulator X: Steam Edition,2019,March ,2453.95,11.49,4059,60.46%
Microsoft Flight Simulator X: Steam Edition,2019,February ,2442.46,-137.55,4174,58.52%
Microsoft Flight Simulator X: Steam Edition,2019,January ,2580.02,64.91,4268,60.45%
Microsoft Flight Simulator X: Steam Edition,2018,December ,2515.1,72.48,4139,60.77%
Microsoft Flight Simulator X: Steam Edition,2018,November ,2442.62,48.41,4034,60.55%
Microsoft Flight Simulator X: Steam Edition,2018,October ,2394.21,-133.77,3956,60.52%
Microsoft Flight Simulator X: Steam Edition,2018,September ,2527.98,-63.88,4146,60.97%
Microsoft Flight Simulator X: Steam Edition,2018,August ,2591.86,169.47,4205,61.64%
Microsoft Flight Simulator X: Steam Edition,2018,July ,2422.39,-30.5,3721,65.10%
Microsoft Flight Simulator X: Steam Edition,2018,June ,2452.89,75.98,3899,62.91%
Microsoft Flight Simulator X: Steam Edition,2018,May ,2376.91,-181.12,3776,62.95%
Microsoft Flight Simulator X: Steam Edition,2018,April ,2558.03,-66.38,4285,59.70%
Microsoft Flight Simulator X: Steam Edition,2018,March ,2624.42,-71.39,4645,56.50%
Microsoft Flight Simulator X: Steam Edition,2018,February ,2695.8,-178.14,4692,57.46%
Microsoft Flight Simulator X: Steam Edition,2018,January ,2873.94,179.25,5166,55.63%
Microsoft Flight Simulator X: Steam Edition,2017,December ,2694.69,80.14,4510,59.75%
Microsoft Flight Simulator X: Steam Edition,2017,November ,2614.55,-53.75,4652,56.20%
Microsoft Flight Simulator X: Steam Edition,2017,October ,2668.3,108.92,4635,57.57%
Microsoft Flight Simulator X: Steam Edition,2017,September ,2559.38,-146.88,4521,56.61%
Microsoft Flight Simulator X: Steam Edition,2017,August ,2706.26,38.08,4256,63.59%
Microsoft Flight Simulator X: Steam Edition,2017,July ,2668.18,32.04,4131,64.59%
Microsoft Flight Simulator X: Steam Edition,2017,June ,2636.14,33.64,4180,63.07%
Microsoft Flight Simulator X: Steam Edition,2017,May ,2602.49,-270.07,4530,57.45%
Microsoft Flight Simulator X: Steam Edition,2017,April ,2872.57,91.82,4926,58.31%
Microsoft Flight Simulator X: Steam Edition,2017,March ,2780.74,-183.02,5027,55.32%
Microsoft Flight Simulator X: Steam Edition,2017,February ,2963.76,-141.93,5201,56.98%
Microsoft Flight Simulator X: Steam Edition,2017,January ,3105.69,440.22,5811,53.45%
Microsoft Flight Simulator X: Steam Edition,2016,December ,2665.46,261.88,4560,58.45%
Microsoft Flight Simulator X: Steam Edition,2016,November ,2403.59,2.67,4324,55.59%
Microsoft Flight Simulator X: Steam Edition,2016,October ,2400.92,183.16,4259,56.37%
Microsoft Flight Simulator X: Steam Edition,2016,September ,2217.76,-24.5,3919,56.59%
Microsoft Flight Simulator X: Steam Edition,2016,August ,2242.25,23.62,3711,60.42%
Microsoft Flight Simulator X: Steam Edition,2016,July ,2218.63,84.87,3567,62.20%
Microsoft Flight Simulator X: Steam Edition,2016,June ,2133.76,85.73,3667,58.19%
Microsoft Flight Simulator X: Steam Edition,2016,May ,2048.03,-89.27,3553,57.64%
Microsoft Flight Simulator X: Steam Edition,2016,April ,2137.29,23.09,3860,55.37%
Microsoft Flight Simulator X: Steam Edition,2016,March ,2114.2,40.1,3999,52.87%
Microsoft Flight Simulator X: Steam Edition,2016,February ,2074.11,-130.72,3805,54.51%
Microsoft Flight Simulator X: Steam Edition,2016,January ,2204.83,382.83,3888,56.71%
Microsoft Flight Simulator X: Steam Edition,2015,December ,1822,258.25,3549,51.34%
Microsoft Flight Simulator X: Steam Edition,2015,November ,1563.74,25.24,2840,55.06%
Microsoft Flight Simulator X: Steam Edition,2015,October ,1538.5,146.17,3046,50.51%
Microsoft Flight Simulator X: Steam Edition,2015,September ,1392.34,-38.87,2493,55.85%
Microsoft Flight Simulator X: Steam Edition,2015,August ,1431.2,203.05,2609,54.86%
Microsoft Flight Simulator X: Steam Edition,2015,July ,1228.15,21.92,2029,60.53%
Microsoft Flight Simulator X: Steam Edition,2015,June ,1206.24,224.32,2692,44.81%
Microsoft Flight Simulator X: Steam Edition,2015,May ,981.92,-225.75,1746,56.24%
Microsoft Flight Simulator X: Steam Edition,2015,April ,1207.67,260.08,2706,44.63%
Microsoft Flight Simulator X: Steam Edition,2015,March ,947.59,192.69,4173,22.71%
Microsoft Flight Simulator X: Steam Edition,2015,February ,754.9,-249.87,1423,53.05%
Microsoft Flight Simulator X: Steam Edition,2015,January ,1004.78,-52.42,2707,37.12%
Microsoft Flight Simulator X: Steam Edition,2014,December ,1057.19,NA,2250,46.99%
EVGA Precision X1,2021,January ,1823.83,41.05,2326,78.41%
EVGA Precision X1,2020,December ,1782.77,125.15,2416,73.79%
EVGA Precision X1,2020,November ,1657.62,48.36,2141,77.42%
EVGA Precision X1,2020,October ,1609.26,-25.78,2120,75.91%
EVGA Precision X1,2020,September ,1635.05,41.52,2228,73.39%
EVGA Precision X1,2020,August ,1593.52,47.58,2193,72.66%
EVGA Precision X1,2020,July ,1545.94,-109.97,2063,74.94%
EVGA Precision X1,2020,June ,1655.91,-118.22,2144,77.23%
EVGA Precision X1,2020,May ,1774.13,-41.14,2340,75.82%
EVGA Precision X1,2020,April ,1815.27,267.66,2432,74.64%
EVGA Precision X1,2020,March ,1547.61,237.71,2284,67.76%
EVGA Precision X1,2020,February ,1309.9,-12.91,1752,74.77%
EVGA Precision X1,2020,January ,1322.81,44.08,1802,73.41%
EVGA Precision X1,2019,December ,1278.73,-14.14,1632,78.35%
EVGA Precision X1,2019,November ,1292.87,132.4,1701,76.01%
EVGA Precision X1,2019,October ,1160.47,-55.28,1611,72.03%
EVGA Precision X1,2019,September ,1215.75,13,1593,76.32%
EVGA Precision X1,2019,August ,1202.75,-53.84,1593,75.50%
EVGA Precision X1,2019,July ,1256.58,-135.55,1639,76.67%
EVGA Precision X1,2019,June ,1392.14,-320.28,2077,67.03%
EVGA Precision X1,2019,May ,1712.42,-112.58,2183,78.44%
EVGA Precision X1,2019,April ,1824.99,-173.13,2398,76.10%
EVGA Precision X1,2019,March ,1998.12,-210.67,2666,74.95%
EVGA Precision X1,2019,February ,2208.79,-52.35,2940,75.13%
EVGA Precision X1,2019,January ,2261.14,-115.79,2996,75.47%
EVGA Precision X1,2018,December ,2376.94,-82.95,3152,75.41%
EVGA Precision X1,2018,November ,2459.89,15.45,3298,74.59%
EVGA Precision X1,2018,October ,2444.44,-25.3,3143,77.77%
EVGA Precision X1,2018,September ,2469.74,40.01,3228,76.51%
EVGA Precision X1,2018,August ,2429.74,-56.81,3066,79.25%
EVGA Precision X1,2018,July ,2486.55,-48.38,3156,78.79%
EVGA Precision X1,2018,June ,2534.93,-46.76,3286,77.14%
EVGA Precision X1,2018,May ,2581.68,-160.16,3210,80.43%
EVGA Precision X1,2018,April ,2741.84,-301.64,3436,79.80%
EVGA Precision X1,2018,March ,3043.48,-264.98,3918,77.68%
EVGA Precision X1,2018,February ,3308.46,-145.73,4084,81.01%
EVGA Precision X1,2018,January ,3454.19,348.74,4226,81.74%
EVGA Precision X1,2017,December ,3105.46,184.49,3845,80.77%
EVGA Precision X1,2017,November ,2920.96,160.23,3665,79.70%
EVGA Precision X1,2017,October ,2760.74,53.74,3659,75.45%
EVGA Precision X1,2017,September ,2706.99,1.42,3486,77.65%
EVGA Precision X1,2017,August ,2705.57,50.04,3348,80.81%
EVGA Precision X1,2017,July ,2655.53,132.64,3308,80.28%
EVGA Precision X1,2017,June ,2522.89,212.48,3261,77.37%
EVGA Precision X1,2017,May ,2310.42,77.25,3051,75.73%
EVGA Precision X1,2017,April ,2233.17,105.45,2890,77.27%
EVGA Precision X1,2017,March ,2127.72,7.58,2965,71.76%
EVGA Precision X1,2017,February ,2120.13,30.72,2732,77.60%
EVGA Precision X1,2017,January ,2089.41,154.26,2743,76.17%
EVGA Precision X1,2016,December ,1935.16,53.29,2625,73.72%
EVGA Precision X1,2016,November ,1881.87,286.73,2498,75.34%
EVGA Precision X1,2016,October ,1595.14,-355.42,2386,66.85%
EVGA Precision X1,2016,September ,1950.56,-207.22,2827,69.00%
EVGA Precision X1,2016,August ,2157.77,-179.86,2869,75.21%
EVGA Precision X1,2016,July ,2337.64,-271.62,3338,70.03%
EVGA Precision X1,2016,June ,2609.26,326.34,3569,73.11%
EVGA Precision X1,2016,May ,2282.92,116.61,3340,68.35%
EVGA Precision X1,2016,April ,2166.31,51.46,2918,74.24%
EVGA Precision X1,2016,March ,2114.85,104.95,3008,70.31%
EVGA Precision X1,2016,February ,2009.89,30.5,2867,70.10%
EVGA Precision X1,2016,January ,1979.39,157.02,2795,70.82%
EVGA Precision X1,2015,December ,1822.37,107.71,2525,72.17%
EVGA Precision X1,2015,November ,1714.66,268.23,2528,67.83%
EVGA Precision X1,2015,October ,1446.43,12.53,2136,67.72%
EVGA Precision X1,2015,September ,1433.9,84.49,2067,69.37%
EVGA Precision X1,2015,August ,1349.41,-43.57,1819,74.18%
EVGA Precision X1,2015,July ,1392.98,176.42,1990,70.00%
EVGA Precision X1,2015,June ,1216.56,173.22,1802,67.51%
EVGA Precision X1,2015,May ,1043.34,175.13,1535,67.97%
EVGA Precision X1,2015,April ,868.21,168.82,1338,64.89%
EVGA Precision X1,2015,March ,699.39,84.97,1015,68.91%
EVGA Precision X1,2015,February ,614.42,209.74,950,64.68%
EVGA Precision X1,2015,January ,404.68,305.4,742,54.54%
EVGA Precision X1,2014,December ,99.28,54.54,391,25.39%
EVGA Precision X1,2014,November ,44.74,-8.7,72,62.14%
EVGA Precision X1,2014,October ,53.44,-9.43,85,62.87%
EVGA Precision X1,2014,September ,62.86,-20.98,100,62.86%
EVGA Precision X1,2014,August ,83.85,-102.31,153,54.80%
EVGA Precision X1,2014,July ,186.15,NA,392,47.49%
Robocraft,2021,January ,492.32,67.47,845,58.26%
Robocraft,2020,December ,424.85,-14.58,681,62.39%
Robocraft,2020,November ,439.42,20.6,779,56.41%
Robocraft,2020,October ,418.83,-21.95,725,57.77%
Robocraft,2020,September ,440.77,-95.33,727,60.63%
Robocraft,2020,August ,536.11,9.93,787,68.12%
Robocraft,2020,July ,526.18,-46.93,728,72.28%
Robocraft,2020,June ,573.11,-118.36,909,63.05%
Robocraft,2020,May ,691.47,-177.18,1181,58.55%
Robocraft,2020,April ,868.65,86.26,1399,62.09%
Robocraft,2020,March ,782.39,143.78,1444,54.18%
Robocraft,2020,February ,638.61,-83.89,1090,58.59%
Robocraft,2020,January ,722.5,-25.87,1282,56.36%
Robocraft,2019,December ,748.37,-6.31,1418,52.78%
Robocraft,2019,November ,754.68,314.33,1567,48.16%
Robocraft,2019,October ,440.35,-10.22,865,50.91%
Robocraft,2019,September ,450.57,-71.39,890,50.63%
Robocraft,2019,August ,521.96,-19.33,837,62.36%
Robocraft,2019,July ,541.29,-69.33,834,64.90%
Robocraft,2019,June ,610.62,37.79,1011,60.40%
Robocraft,2019,May ,572.83,-131.71,1138,50.34%
Robocraft,2019,April ,704.54,-52.61,1376,51.20%
Robocraft,2019,March ,757.15,-61.05,1781,42.51%
Robocraft,2019,February ,818.19,-111.28,1718,47.62%
Robocraft,2019,January ,929.48,-250.56,1705,54.52%
Robocraft,2018,December ,1180.04,-185.41,2535,46.55%
Robocraft,2018,November ,1365.44,161.97,3839,35.57%
Robocraft,2018,October ,1203.47,26.41,2620,45.93%
Robocraft,2018,September ,1177.06,-392.65,2405,48.94%
Robocraft,2018,August ,1569.71,43.06,2511,62.51%
Robocraft,2018,July ,1526.66,-196.97,2313,66.00%
Robocraft,2018,June ,1723.63,-168.57,3061,56.31%
Robocraft,2018,May ,1892.19,93.1,3765,50.26%
Robocraft,2018,April ,1799.1,-190.77,3297,54.57%
Robocraft,2018,March ,1989.87,-86.57,3719,53.51%
Robocraft,2018,February ,2076.44,-93.44,3759,55.24%
Robocraft,2018,January ,2169.88,-354.21,3898,55.67%
Robocraft,2017,December ,2524.09,-257.29,4998,50.50%
Robocraft,2017,November ,2781.38,-790.11,6418,43.34%
Robocraft,2017,October ,3571.49,-581.74,6896,51.79%
Robocraft,2017,September ,4153.23,413.54,8667,47.92%
Robocraft,2017,August ,3739.68,476.12,10009,37.36%
Robocraft,2017,July ,3263.57,-234.72,5051,64.61%
Robocraft,2017,June ,3498.29,-207.42,6678,52.39%
Robocraft,2017,May ,3705.7,300.48,9477,39.10%
Robocraft,2017,April ,3405.22,-436.46,6362,53.52%
Robocraft,2017,March ,3841.68,286.31,8861,43.35%
Robocraft,2017,February ,3555.37,-681.14,6591,53.94%
Robocraft,2017,January ,4236.51,-172.27,8470,50.02%
Robocraft,2016,December ,4408.78,560.08,9499,46.41%
Robocraft,2016,November ,3848.7,-194.2,8207,46.90%
Robocraft,2016,October ,4042.9,264.87,7780,51.97%
Robocraft,2016,September ,3778.02,-892.49,7433,50.83%
Robocraft,2016,August ,4670.52,-900.31,7755,60.23%
Robocraft,2016,July ,5570.82,-232.47,8851,62.94%
Robocraft,2016,June ,5803.29,-928.51,11439,50.73%
Robocraft,2016,May ,6731.8,1747.7,16527,40.73%
